# wavelength (A)  flux density (erg/cm2/s/A)
       18375.115  2.34188e-13
       18393.498  2.33732e-13
       18411.902  2.31570e-13
       18430.322  2.29831e-13
       18448.762  2.29854e-13
       18467.221  2.28716e-13
       18485.697  2.28941e-13
       18504.191  2.29800e-13
       18522.705  2.29022e-13
       18541.236  2.27987e-13
       18559.787  2.26900e-13
       18578.357  2.26528e-13
       18596.945  2.26174e-13
       18615.551  2.26069e-13
       18634.176  2.25336e-13
       18652.818  2.22874e-13
       18671.480  2.20245e-13
       18690.160  2.19992e-13
       18708.861  2.18543e-13
       18727.580  2.11555e-13
       18746.316  2.00674e-13
       18765.072  1.99886e-13
       18783.846  2.09630e-13
       18802.639  2.15067e-13
       18821.451  2.15824e-13
       18840.281  2.15219e-13
       18859.133  2.14224e-13
       18878.000  2.13855e-13
       18896.887  2.13126e-13
       18915.795  2.11753e-13
       18934.719  2.09969e-13
       18953.664  2.07860e-13
       18972.627  2.08018e-13
       18991.609  2.09678e-13
       19010.609  2.10167e-13
       19029.631  2.09362e-13
       19048.670  2.08758e-13
       19067.727  2.08557e-13
       19086.805  2.07905e-13
       19105.900  2.06785e-13
       19125.016  2.05694e-13
       19144.150  2.05646e-13
       19163.305  2.05106e-13
       19182.477  2.03989e-13
       19201.668  2.02888e-13
       19220.881  2.02283e-13
       19240.111  2.01690e-13
       19259.359  2.00451e-13
       19278.629  1.98481e-13
       19297.918  1.97089e-13
       19317.225  1.96292e-13
       19336.553  1.96117e-13
       19355.898  1.96212e-13
       19375.264  1.94919e-13
       19394.648  1.92159e-13
       19414.053  1.89062e-13
       19433.477  1.81104e-13
       19452.920  1.75706e-13
       19472.383  1.81330e-13
       19491.865  1.85784e-13
       19511.365  1.86417e-13
       19530.887  1.88826e-13
       19550.428  1.90246e-13
       19569.988  1.89933e-13
       19589.568  1.89014e-13
       19609.168  1.87739e-13
       19628.787  1.86331e-13
       19648.426  1.85880e-13
       19668.084  1.86424e-13
       19687.762  1.86554e-13
       19707.459  1.84800e-13
       19727.176  1.82278e-13
       19746.912  1.82525e-13
       19766.670  1.82137e-13
       19786.447  1.80418e-13
       19806.242  1.80426e-13
       19826.059  1.80427e-13
       19845.895  1.79044e-13
       19865.750  1.78111e-13
       19885.627  1.79139e-13
       19905.521  1.78818e-13
       19925.438  1.76701e-13
       19945.373  1.75867e-13
       19965.328  1.75881e-13
       19985.303  1.75785e-13
       20005.297  1.75650e-13
       20025.314  1.74722e-13
       20045.350  1.74022e-13
       20065.404  1.73708e-13
       20085.480  1.73426e-13
       20105.574  1.72967e-13
       20125.691  1.72542e-13
       20145.826  1.72042e-13
       20165.982  1.71412e-13
       20186.158  1.70608e-13
       20206.355  1.69616e-13
       20226.570  1.68818e-13
       20246.809  1.68274e-13
       20267.064  1.67676e-13
       20287.342  1.66461e-13
       20307.639  1.65838e-13
       20327.957  1.65898e-13
       20348.295  1.65269e-13
       20368.654  1.64117e-13
       20389.031  1.63370e-13
       20409.432  1.63660e-13
       20429.852  1.63478e-13
       20450.291  1.62801e-13
       20470.752  1.62043e-13
       20491.232  1.61283e-13
       20511.734  1.60603e-13
       20532.256  1.60198e-13
       20552.797  1.59850e-13
       20573.361  1.59128e-13
       20593.945  1.57937e-13
       20614.549  1.56941e-13
       20635.174  1.56606e-13
       20655.820  1.56447e-13
       20676.484  1.55660e-13
       20697.172  1.54535e-13
       20717.881  1.53944e-13
       20738.609  1.53939e-13
       20759.357  1.54021e-13
       20780.127  1.53593e-13
       20800.918  1.52686e-13
       20821.729  1.51953e-13
       20842.561  1.51388e-13
       20863.414  1.51145e-13
       20884.287  1.50666e-13
       20905.184  1.49422e-13
       20926.098  1.48158e-13
       20947.033  1.47910e-13
       20967.990  1.48089e-13
       20988.969  1.47930e-13
       21009.971  1.47359e-13
       21030.988  1.46526e-13
       21052.031  1.45116e-13
       21073.094  1.44331e-13
       21094.178  1.44574e-13
       21115.283  1.44518e-13
       21136.408  1.43925e-13
       21157.557  1.42944e-13
       21178.723  1.42210e-13
       21199.912  1.41570e-13
       21221.123  1.41213e-13
       21242.354  1.41064e-13
       21263.609  1.40747e-13
       21284.883  1.40518e-13
       21306.176  1.40193e-13
       21327.496  1.39576e-13
       21348.832  1.38410e-13
       21370.191  1.37718e-13
       21391.572  1.37824e-13
       21412.973  1.37487e-13
       21434.398  1.36640e-13
       21455.842  1.36064e-13
       21477.309  1.35747e-13
       21498.799  1.35331e-13
       21520.309  1.34856e-13
       21541.838  1.34355e-13
       21563.391  1.33840e-13
       21584.965  1.33080e-13
       21606.561  1.31675e-13
       21628.180  1.28564e-13
       21649.816  1.23445e-13
       21671.477  1.22838e-13
       21693.160  1.26997e-13
       21714.863  1.29195e-13
       21736.590  1.29561e-13
       21758.338  1.29078e-13
       21780.107  1.28239e-13
       21801.896  1.27850e-13
       21823.711  1.27422e-13
       21845.545  1.27246e-13
       21867.402  1.26638e-13
       21889.279  1.25884e-13
       21911.180  1.26125e-13
       21933.102  1.26086e-13
       21955.047  1.25653e-13
       21977.012  1.25186e-13
       21999.000  1.24722e-13
       22021.012  1.24246e-13
       22043.043  1.23172e-13
       22065.096  1.21678e-13
       22087.172  1.21623e-13
       22109.270  1.22145e-13
       22131.389  1.22005e-13
       22153.533  1.21559e-13
       22175.699  1.21188e-13
       22197.883  1.20832e-13
       22220.094  1.20385e-13
       22242.324  1.19687e-13
       22264.578  1.18956e-13
       22286.854  1.18813e-13
       22309.150  1.18655e-13
       22331.473  1.18246e-13
       22353.812  1.17630e-13
       22376.180  1.16717e-13
       22398.566  1.16194e-13
       22420.977  1.16073e-13
       22443.408  1.15806e-13
       22465.861  1.15288e-13
       22488.340  1.14733e-13
       22510.840  1.14247e-13
       22533.361  1.13554e-13
       22555.906  1.13082e-13
       22578.475  1.12911e-13
       22601.062  1.12260e-13
       22623.674  1.11136e-13
       22646.311  1.10762e-13
       22668.967  1.10880e-13
       22691.648  1.10974e-13
       22714.352  1.10652e-13
       22737.078  1.10311e-13
       22759.824  1.09942e-13
       22782.596  1.09415e-13
       22805.391  1.08535e-13
       22828.207  1.08150e-13
       22851.047  1.08183e-13
       22873.908  1.07937e-13
       22896.795  1.07462e-13
       22919.703  1.06848e-13
       22942.635  1.06176e-13
       22965.588  1.05863e-13
       22988.564  1.05743e-13
       23011.564  1.05543e-13
       23034.588  1.05199e-13
       23057.635  1.04741e-13
       23080.703  1.04383e-13
       23103.797  1.04071e-13
       23126.912  1.03643e-13
       23150.049  1.03072e-13
       23173.211  1.02695e-13
       23196.396  1.02390e-13
       23219.605  1.01682e-13
       23242.834  1.01043e-13
       23266.090  1.00892e-13
       23289.367  1.00700e-13
       23312.668  1.00345e-13
       23335.992  9.98660e-14
       23359.340  9.93412e-14
       23382.711  9.89906e-14
       23406.105  9.89490e-14
       23429.523  9.88111e-14
       23452.965  9.84927e-14
       23476.428  9.81627e-14
       23499.918  9.76021e-14
       23523.428  9.67678e-14
       23546.963  9.62211e-14
       23570.523  9.58760e-14
       23594.104  9.57822e-14
       23617.711  9.57563e-14
       23641.340  9.55174e-14
       23664.992  9.51461e-14
       23688.670  9.46783e-14
       23712.371  9.43780e-14
       23736.094  9.41914e-14
       23759.842  9.39011e-14
       23783.613  9.35004e-14
       23807.410  9.28600e-14
       23831.229  9.17441e-14
       23855.070  9.09343e-14
       23878.938  9.11115e-14
       23902.830  9.12864e-14
       23926.746  9.10676e-14
       23950.684  9.07478e-14
       23974.646  9.04867e-14
       23998.633  9.02558e-14
       24022.645  8.99940e-14
       24046.678  8.96640e-14
       24070.738  8.92996e-14
       24094.820  8.89807e-14
       24118.926  8.85453e-14
       24143.057  8.78665e-14
       24167.211  8.75090e-14
       24191.391  8.74269e-14
       24215.596  8.72157e-14
       24239.822  8.68578e-14
       24264.074  8.65551e-14
       24288.350  8.63228e-14
       24312.652  8.59947e-14
       24336.975  8.55492e-14
       24361.326  8.51362e-14
       24385.699  8.49112e-14
       24410.096  8.47805e-14
       24434.520  8.44278e-14
       24458.965  8.38458e-14
       24483.436  8.33762e-14
       24507.932  8.31060e-14
       24532.451  8.26558e-14
       24556.996  8.20348e-14
       24581.564  8.19226e-14
       24606.160  8.20300e-14
       24630.779  8.18041e-14
       24655.420  8.15819e-14
       24680.088  8.13549e-14
       24704.781  8.10007e-14
       24729.496  8.05550e-14
       24754.240  8.03194e-14
       24779.006  7.97540e-14
       24803.799  7.87449e-14
       24828.613  7.84178e-14
       24853.455  7.83337e-14
       24878.320  7.82064e-14
       24903.213  7.83719e-14
       24928.127  7.81991e-14
       24953.068  7.79114e-14
       24978.031  7.76934e-14
